ID;weight;height;age;dateOfBirth;fullName;gender;smoking;drinking
0NATLDC9;108;189;49;1968-09-07;b g;FEMALE;No;Yes
YZOWGG2K;85;181;35;1982-03-20;a g;FEMALE;No;No
J46F9Z4R;99;184;68;1949-09-20;c l;FEMALE;No;No
0SY8AUZO;113;186;41;1976-03-04;k l;MALE;Yes;Yes
HKNGDDHY;100;185;52;1965-12-24;j o;MALE;No;No
B7RRRCEY;77;163;41;1976-04-29;t o;MALE;No;Yes
97WMRBF8;84;189;9;2008-07-18;b o;FEMALE;No;No
QGMRM7JK;97;196;64;1953-07-24;a l;FEMALE;Yes;Yes
WXZO4BYC;74;188;75;1942-08-19;t l;MALE;Yes;Yes
SOH1O7DS;80;200;60;1957-08-16;k o;MALE;Yes;Yes
DMWQQID6;110;191;12;2005-05-09;b l;FEMALE;No;Yes
HAKLP79F;75;198;23;1994-05-07;a o;FEMALE;Yes;No
Y0UC42I3;88;160;61;1956-10-23;k o;MALE;Yes;No
AU7GPIDH;107;191;67;1950-11-15;j g;MALE;Yes;No
2NRN6PGV;92;172;24;1993-05-18;t o;MALE;No;Yes
9U0CLMUA;107;185;9;2008-08-29;t g;MALE;Yes;Yes
QQZ9J7DP;86;177;38;1979-10-05;k o;MALE;Yes;No
ZC85XEVL;65;183;26;1991-05-07;c g;FEMALE;Yes;Yes
HFEK5E5L;40;169;62;1955-03-15;c g;FEMALE;Yes;No
052WROSB;68;183;32;1985-04-08;b o;FEMALE;No;Yes
4YRITSA8;95;183;15;2002-05-15;t g;MALE;Yes;No
JAFBB6GW;75;186;44;1973-03-22;k o;MALE;No;No
3E2OK56D;44;163;64;1953-08-17;c l;FEMALE;Yes;No
4HH9IGCJ;104;185;69;1948-10-08;c o;FEMALE;No;Yes
BAWU4WDH;54;161;29;1988-02-27;k l;MALE;Yes;No
9F4SABRS;86;172;42;1975-03-08;c g;FEMALE;Yes;No
35ICUYSD;70;197;11;2006-09-26;a g;FEMALE;Yes;Yes
Z6WAQU08;69;184;68;1950-02-07;j o;MALE;Yes;No
ZGY1N8OG;51;161;66;1951-07-19;b o;FEMALE;No;Yes
RFB6RMSA;96;182;47;1970-10-02;j l;MALE;No;No
5VJYZHUJ;112;200;55;1962-11-22;c l;FEMALE;Yes;No
XRG2P0TA;54;166;77;1940-09-25;c g;FEMALE;No;No
ZUSFHFTY;99;186;42;1975-09-30;c o;FEMALE;No;No
DC568LOK;74;176;58;1959-05-30;a g;FEMALE;No;Yes
EETJIBBM;63;182;30;1987-03-27;k l;MALE;Yes;No
PORTSZP5;111;197;38;1979-10-23;j l;MALE;No;Yes
J4RUUL11;47;173;30;1987-11-03;c g;FEMALE;No;No
88AYMH33;73;198;49;1968-08-31;a l;FEMALE;Yes;Yes
5V857EZZ;95;186;70;1947-04-08;k o;MALE;Yes;Yes
B4UEEMLG;99;197;12;2005-07-06;k l;MALE;No;Yes
651U9CT5;60;162;9;2008-12-27;c l;FEMALE;Yes;Yes
GCDJZOW6;50;166;47;1970-10-05;k g;MALE;No;No
89CGGD64;61;181;25;1992-06-16;t o;MALE;Yes;No
AKE6QDZE;69;160;73;1944-05-13;b l;FEMALE;No;Yes
GKAKAXGL;44;160;44;1973-09-15;k g;MALE;Yes;No
SISE8N2S;114;199;20;1997-07-10;k g;MALE;Yes;No
QJV367M9;75;166;12;2005-07-15;c o;FEMALE;No;No
BEYV4AC8;70;161;53;1964-07-09;k l;MALE;No;Yes
36TETFB2;48;164;44;1973-08-11;k g;MALE;Yes;Yes
0NTBNKA1;47;164;41;1976-05-12;b g;FEMALE;Yes;Yes
ZQ17WVWV;76;183;57;1961-01-29;b g;FEMALE;No;Yes
3A694B6G;96;172;21;1996-10-22;j o;MALE;No;Yes
LI7NSXIA;68;178;58;1959-10-26;j l;MALE;No;No
BCUWHG1O;46;164;76;1941-08-13;b o;FEMALE;No;No
JKENYQQ7;61;160;62;1955-08-22;t l;MALE;No;No
8FLROT6M;77;171;44;1973-11-07;a g;FEMALE;Yes;No
0VY84B0T;61;189;73;1945-01-17;b o;FEMALE;Yes;No
OW8ES125;72;190;71;1946-04-26;j g;MALE;No;Yes
RL69FEQ6;97;176;71;1946-11-07;t g;MALE;Yes;Yes
ZTFQ6TYY;104;196;73;1944-12-14;a g;FEMALE;Yes;No
ZTFONKYE;115;194;77;1940-08-13;j g;MALE;No;No
BFSRCH1Z;97;171;48;1969-02-28;t g;MALE;No;Yes
7SZ6AO0S;50;171;60;1958-01-02;c o;FEMALE;Yes;No
ICUGEH8V;75;175;75;1942-08-22;k o;MALE;Yes;No
NBNEUPQQ;69;160;21;1996-12-16;k l;MALE;Yes;Yes
04ZBPNGN;81;189;27;1990-08-23;a o;FEMALE;No;Yes
YI1L3ANV;93;184;61;1956-09-15;k o;MALE;No;No
AAC0BVKK;115;199;39;1978-07-21;c g;FEMALE;No;Yes
ITSY33HQ;97;192;50;1967-06-16;j l;MALE;Yes;No
Q3LVJWSM;44;161;75;1942-06-07;a g;FEMALE;No;No
N9WIJGKR;45;163;63;1954-05-15;j l;MALE;No;No
LSIK6W86;61;180;51;1966-09-06;k o;MALE;No;Yes
WBBSFS1K;54;170;21;1996-07-17;c o;FEMALE;No;No
KJPGZRR6;96;166;50;1967-09-13;k o;MALE;Yes;No
IH0SQ24D;67;193;75;1942-09-23;c g;FEMALE;No;Yes
KDTXCXAB;61;178;64;1954-01-30;t l;MALE;Yes;No
MNVMKEJF;53;171;36;1981-04-30;k o;MALE;Yes;No
BN57CVJ9;102;183;23;1994-10-16;k g;MALE;Yes;No
RE7QBFHA;88;170;53;1964-05-14;c l;FEMALE;No;No
64WSCLFJ;79;193;63;1954-03-18;j l;MALE;Yes;Yes
11GKC5OL;72;170;67;1950-04-18;j g;MALE;Yes;Yes
X8BZAWLQ;100;184;74;1943-06-16;b g;FEMALE;No;Yes
PVQXCZON;99;180;59;1959-01-15;c l;FEMALE;Yes;Yes
YDF453HI;80;199;50;1967-06-08;k g;MALE;No;No
B9GZBHRN;105;199;68;1950-01-01;k o;MALE;No;Yes
N1LXN9JI;63;185;66;1951-05-19;c o;FEMALE;No;No
AB2RKHBJ;81;179;78;1940-01-11;a g;FEMALE;No;Yes
7NDGFOLZ;63;164;42;1975-10-26;c g;FEMALE;No;Yes
OBT5SKKN;92;173;57;1960-04-30;a g;FEMALE;Yes;No
ACOMQ6XG;67;160;60;1957-12-11;j o;MALE;No;Yes
D72OZKGQ;46;163;40;1977-07-12;b g;FEMALE;Yes;Yes
7FUSUAD6;61;165;76;1941-06-13;a g;FEMALE;Yes;No
813T771V;107;187;24;1993-02-16;b l;FEMALE;No;No
HMTZA62W;49;169;68;1949-10-07;c l;FEMALE;Yes;No
5XVSATRC;54;172;73;1944-09-23;k g;MALE;No;No
7BKK4HJE;95;194;69;1948-08-26;a o;FEMALE;No;No
3JIK7OOS;106;182;36;1981-09-08;t o;MALE;No;Yes
W3YZ2XFS;113;192;35;1982-05-02;j g;MALE;Yes;Yes
UPQI5RZF;58;188;57;1960-09-30;a l;FEMALE;No;Yes
NFPBR1BE;119;189;11;2006-09-11;j l;MALE;Yes;No
2AHDL8V2;89;170;68;1949-02-20;a g;FEMALE;No;Yes
958IFIYO;94;182;62;1955-12-07;b l;FEMALE;No;No
5U1QRCPN;77;191;69;1949-01-07;a l;FEMALE;No;No
N6I03SV3;55;160;50;1967-07-04;j o;MALE;Yes;Yes
3VMV2EDY;62;185;21;1996-03-01;c o;FEMALE;No;No
90XFZDB5;98;169;66;1951-12-13;k l;MALE;Yes;No
6THZ1TIC;70;188;20;1997-11-19;b l;FEMALE;No;Yes
NK1RVOTN;57;171;27;1990-09-18;c o;FEMALE;Yes;No
1SOEB6IU;64;171;57;1960-05-11;c l;FEMALE;Yes;Yes
7ONUNDP8;41;163;47;1970-12-16;b o;FEMALE;Yes;Yes
KGZW1U0P;94;166;48;1969-09-18;t o;MALE;Yes;No
X83VC2QU;66;170;67;1950-05-29;b l;FEMALE;No;No
ZYFM7YNA;62;180;67;1950-04-19;a o;FEMALE;Yes;No
JK2IX7XF;101;172;32;1985-06-12;j o;MALE;Yes;Yes
Z3U90P8Q;83;188;24;1993-08-29;b o;FEMALE;No;Yes
I7H13FTG;75;179;9;2008-03-12;c o;FEMALE;Yes;Yes
WNUHJV0E;56;163;73;1944-02-22;t o;MALE;Yes;No
7C9VEKXO;79;181;77;1940-03-28;k g;MALE;No;No
IIJYJQ82;124;199;10;2008-01-15;t o;MALE;Yes;Yes
8R6FM65R;61;161;67;1950-03-21;c l;FEMALE;No;No
Q18SOJ98;79;160;9;2008-07-03;t o;MALE;No;Yes
TQTKG11U;83;171;71;1946-07-28;t g;MALE;No;No
ABZI59YP;119;198;29;1988-11-02;k l;MALE;Yes;No
OZED3MTT;77;192;47;1970-02-27;a g;FEMALE;No;No
LVP1K0L9;45;160;17;2000-10-15;c o;FEMALE;Yes;No
QKB98QWU;61;191;62;1955-11-26;c o;FEMALE;No;Yes
HVCT6TZM;81;199;36;1981-02-28;k l;MALE;No;No
SHRNBFU4;42;171;28;1989-10-30;a l;FEMALE;Yes;No
F6H9DAZC;110;182;35;1982-08-22;t o;MALE;Yes;Yes
G4T1G9NZ;96;191;76;1941-12-11;a g;FEMALE;Yes;No
7U7EC201;94;188;43;1974-06-28;b l;FEMALE;No;Yes
EQ33JTE3;70;188;27;1991-01-04;b o;FEMALE;No;No
6WUFR409;111;200;59;1958-06-20;a o;FEMALE;Yes;No
ZD4C1YKX;59;167;60;1957-08-06;k o;MALE;Yes;No
B6Q8W32P;70;172;52;1965-09-16;b o;FEMALE;Yes;Yes
66ZUHVNE;92;181;33;1984-09-15;b l;FEMALE;Yes;No
VIE2SF26;118;196;68;1949-06-18;t o;MALE;Yes;No
ZC6LGUCI;101;175;57;1960-11-12;k o;MALE;Yes;No
ME6SLZDY;66;166;76;1941-03-04;a g;FEMALE;No;Yes
YUDB2T5P;79;199;42;1975-12-30;a l;FEMALE;Yes;No
4FAHF8Y8;73;181;8;2009-10-15;c l;FEMALE;Yes;Yes
VFPSC286;100;189;8;2009-10-04;c o;FEMALE;Yes;No
L0XCJNKV;96;179;62;1955-06-04;a l;FEMALE;No;Yes
D3ALW96B;98;200;23;1995-01-15;a l;FEMALE;Yes;No
2EZEFYLM;93;179;17;2000-02-12;b o;FEMALE;Yes;Yes
AEDCTK2U;64;179;76;1941-07-18;k g;MALE;Yes;No
IHWWTUP7;53;172;77;1940-10-08;a l;FEMALE;No;No
MVB95TOB;77;178;55;1962-05-31;k l;MALE;No;No
FBJYOOM4;80;169;37;1980-06-28;b o;FEMALE;Yes;No
L1XHMH7R;67;162;56;1961-05-06;t o;MALE;No;Yes
VQPGYA6Z;72;166;66;1951-06-28;t g;MALE;Yes;Yes
XC71621Q;81;193;33;1984-07-19;k l;MALE;Yes;No
85WH1A5S;70;188;27;1990-10-28;c l;FEMALE;No;Yes
XNQLNJMF;79;182;54;1963-03-29;j g;MALE;Yes;No
KU9JYC1M;85;174;75;1942-02-27;t l;MALE;Yes;Yes
EIY9GSXM;97;193;29;1988-05-09;c l;FEMALE;Yes;No
UWJ7MB97;66;161;36;1981-08-20;k o;MALE;No;No
OWXI3SNG;79;198;65;1952-10-22;k o;MALE;Yes;No
W5DG2S3N;87;193;33;1984-09-09;b g;FEMALE;Yes;No
6D6O106G;97;185;36;1981-05-11;t g;MALE;Yes;Yes
4NH83REK;69;161;59;1958-09-24;j o;MALE;Yes;No
5F8IQZW5;103;199;47;1970-12-23;k l;MALE;Yes;No
GDX4ROLT;94;171;29;1988-07-16;j l;MALE;No;No
8JH27SJI;35;165;50;1967-04-04;b l;FEMALE;Yes;Yes
N2CVYEA6;106;184;22;1995-12-16;t l;MALE;Yes;Yes
ZWC5UPVZ;96;183;48;1969-07-29;k g;MALE;No;No
QZ7HYCCX;106;193;49;1968-07-28;c l;FEMALE;No;Yes
LT5JZ9Z8;48;160;32;1985-11-09;j g;MALE;No;Yes
N86MOZVH;73;164;15;2002-10-11;j l;MALE;Yes;Yes
868LD98D;106;192;62;1956-02-03;c g;FEMALE;Yes;No
UBZZXWGI;77;179;67;1950-05-26;a g;FEMALE;No;No
Y6XQQ5DD;78;170;25;1993-01-21;a l;FEMALE;No;Yes
GDGJIDEL;64;182;66;1951-11-12;b l;FEMALE;Yes;Yes
70RO9AY7;102;185;65;1952-09-18;a l;FEMALE;No;No
ZYY26Z4R;116;194;18;1999-03-23;t l;MALE;Yes;Yes
TT9UYVVI;118;198;31;1987-01-25;k g;MALE;No;No
94R483XT;77;172;12;2005-10-11;a l;FEMALE;No;No
PZ1OEJZB;67;176;47;1970-11-05;a o;FEMALE;No;No
I6XLYDI7;87;200;30;1988-01-21;k l;MALE;No;Yes
NMMFWHPU;70;181;67;1950-06-17;b o;FEMALE;Yes;No
21ULD3K8;124;199;34;1983-08-06;k g;MALE;Yes;Yes
A9E0Q52T;64;169;11;2006-06-10;c l;FEMALE;No;No
8D20EHT3;85;168;15;2002-08-25;a l;FEMALE;No;Yes
E48D2GTJ;65;165;41;1976-12-08;a l;FEMALE;Yes;Yes
QGS9R6ZE;97;180;53;1964-06-16;j l;MALE;No;Yes
5RODNJBE;52;169;50;1967-04-03;a g;FEMALE;No;Yes
ZGFU1Y9L;95;192;13;2004-03-26;b o;FEMALE;Yes;Yes
FKJJE92Q;83;176;50;1967-02-24;a l;FEMALE;No;Yes
8R9WWTXV;71;183;29;1988-02-18;b o;FEMALE;Yes;Yes
73WUU4ER;85;198;38;1979-06-07;t o;MALE;No;Yes
TTZ6J57E;117;199;14;2003-11-25;c l;FEMALE;No;Yes
94M09BFU;67;179;22;1995-12-01;b l;FEMALE;Yes;Yes
2EEIQUYX;76;191;13;2004-02-22;b l;FEMALE;No;No
Q5CHL0TQ;124;197;62;1955-09-20;k o;MALE;Yes;No
URRS2SUT;47;173;31;1986-04-11;b o;FEMALE;No;Yes
RVWGOQBJ;82;183;47;1970-10-04;a o;FEMALE;Yes;No
S6VH9AXQ;73;170;35;1982-06-21;c l;FEMALE;Yes;No
BP589UUL;73;172;16;2001-05-24;t o;MALE;No;Yes
5GLO443G;96;190;26;1991-07-18;j g;MALE;No;No
02N69PSS;64;176;37;1980-11-24;j o;MALE;No;No
COFYNSXR;83;168;24;1993-04-03;a g;FEMALE;No;No
VMI8B2UO;68;160;37;1980-06-07;k g;MALE;No;Yes
7PUAI7FH;48;174;68;1949-05-11;a g;FEMALE;No;Yes
68YFEJ20;95;184;15;2002-06-09;b g;FEMALE;Yes;Yes
W1BZZSN4;47;171;52;1965-06-12;c g;FEMALE;Yes;No
KSQFIFQQ;108;195;70;1947-10-05;c l;FEMALE;Yes;Yes
HZLNHH11;74;173;42;1975-11-26;a g;FEMALE;Yes;Yes
QX5PVWCK;114;194;29;1988-09-25;c g;FEMALE;Yes;Yes
P541P0C6;87;177;54;1964-02-04;c l;FEMALE;No;No
G2DANXGF;109;195;41;1976-12-06;b g;FEMALE;Yes;No
EHCLNY0E;60;163;48;1969-11-02;j l;MALE;Yes;Yes
WNL4RWQM;85;180;44;1973-10-07;k g;MALE;Yes;No
564VEPNV;95;196;18;1999-09-03;t o;MALE;Yes;Yes
COR32WUA;61;170;16;2001-08-16;b l;FEMALE;No;Yes
9VTM3L0L;86;161;29;1988-03-29;k l;MALE;Yes;No
O3FKBDQN;90;199;49;1968-11-12;c g;FEMALE;Yes;No
DPHOH9HR;94;193;52;1965-05-04;b l;FEMALE;Yes;Yes
A4QRZMKJ;75;197;17;2001-01-27;b l;FEMALE;Yes;No
2KP38U47;59;181;64;1953-05-06;a g;FEMALE;No;Yes
UK4R5T7C;105;189;46;1971-10-25;t g;MALE;Yes;No
794ON1ML;45;175;16;2001-08-31;b l;FEMALE;No;Yes
AS73P3A2;117;197;36;1981-09-09;b g;FEMALE;No;Yes
1BY20W8C;109;188;40;1977-12-12;k o;MALE;Yes;No
0HNEL50J;67;164;36;1981-09-17;b g;FEMALE;Yes;No
8O7IPWQI;107;190;54;1963-05-01;b o;FEMALE;Yes;Yes
SXCF8Z3L;72;180;47;1971-01-01;k l;MALE;No;Yes
OWX367KU;52;160;42;1975-10-17;t g;MALE;No;No
J20KYA5V;77;186;47;1970-03-27;j g;MALE;No;No
LC6MHD0K;88;191;49;1968-07-15;t l;MALE;No;Yes
RT75Z2UX;70;170;25;1993-01-26;c o;FEMALE;No;Yes
TVCUYEUQ;70;187;41;1976-05-20;a o;FEMALE;No;Yes
92LCONTF;72;162;37;1980-08-23;t o;MALE;No;No
57WZ0D7Y;111;189;17;2001-01-03;k g;MALE;Yes;No
I9KAUQ3S;89;197;17;2000-07-06;j l;MALE;Yes;No
47S27CGA;93;166;68;1949-06-15;k l;MALE;Yes;Yes
7UKBQNJQ;69;168;65;1952-11-04;a g;FEMALE;No;No
K8AU8DO6;34;164;36;1981-07-09;a l;FEMALE;No;No
2I2SG46B;84;196;23;1994-12-06;j l;MALE;No;No
8BRFDY6E;110;181;40;1977-07-21;k g;MALE;Yes;No
BZYNPVLK;47;164;31;1986-06-16;t l;MALE;No;No
PKHO2NLH;105;200;25;1992-07-10;a l;FEMALE;No;Yes
WC678AED;82;160;50;1967-06-02;k l;MALE;No;Yes
6NFZEMEQ;118;200;77;1941-02-04;k l;MALE;No;Yes
U7XRJLFL;95;181;53;1964-12-27;b g;FEMALE;No;No
DYG34D7G;91;196;74;1943-05-24;a g;FEMALE;No;Yes
JPDRBLIH;54;184;10;2007-05-16;c o;FEMALE;Yes;No
O3W4N5ZQ;51;165;24;1994-01-01;t l;MALE;No;Yes
2OLTW10X;62;177;56;1961-09-22;t g;MALE;No;Yes
41ZXWRFA;68;175;49;1968-12-05;k l;MALE;No;No
3XTK3J37;111;194;26;1991-05-29;b g;FEMALE;No;Yes
QM0RFLPK;47;169;55;1962-06-29;b o;FEMALE;Yes;No
T2EU3VOT;111;184;41;1976-03-28;k o;MALE;Yes;Yes
2L8128CI;71;172;61;1957-01-13;a o;FEMALE;Yes;No
2NBKEXM2;75;180;63;1954-02-13;k g;MALE;Yes;No
3O592IA4;75;163;22;1995-10-15;t l;MALE;Yes;Yes
BDZ7LL27;87;190;27;1991-01-29;t l;MALE;No;Yes
MD0GSOAS;80;162;51;1966-09-11;a g;FEMALE;No;Yes
649RBD1R;96;170;51;1966-05-27;t l;MALE;Yes;Yes
7VCPI0VA;74;162;68;1949-07-26;t o;MALE;Yes;Yes
RZSZW16I;67;181;47;1970-05-14;j g;MALE;Yes;Yes
BLUH534G;105;200;73;1944-02-13;c o;FEMALE;No;No
8RDLNW6B;105;180;17;2001-01-29;k o;MALE;No;Yes
HGNVH7QE;109;180;60;1957-03-12;t o;MALE;Yes;No
HHWXKO38;80;192;23;1994-07-15;c l;FEMALE;No;Yes
3SEOC3A1;67;178;10;2007-07-08;k o;MALE;No;No
LJJ10T2J;65;164;41;1976-06-01;j g;MALE;Yes;No
QI3PCCOU;109;200;42;1976-01-28;b l;FEMALE;Yes;No
01EHJ7TU;74;171;48;1970-01-18;a l;FEMALE;No;Yes
6I6VP9EM;82;166;61;1957-01-20;k g;MALE;No;Yes
S76VMV2V;89;178;31;1986-07-16;j g;MALE;Yes;No
GL69HLKU;55;185;10;2007-05-10;b o;FEMALE;No;No
KCBFC4J7;46;168;10;2007-05-25;a l;FEMALE;Yes;Yes
2UVQW8MZ;71;196;9;2008-11-25;c o;FEMALE;No;No
98RN6XWE;87;191;62;1955-08-01;c l;FEMALE;No;Yes
ZOA8KDLA;94;197;70;1947-12-05;j g;MALE;No;Yes
GPPP71HR;80;167;71;1946-07-25;b g;FEMALE;Yes;No
XW81NCVG;46;173;65;1953-01-17;b l;FEMALE;Yes;Yes
I0FJD4I7;59;169;53;1965-01-18;k g;MALE;No;No
2AJF1BF9;48;167;37;1980-06-02;b l;FEMALE;Yes;Yes
PSTC2RUT;92;177;57;1960-06-11;b g;FEMALE;No;No
07XKN7MN;94;185;64;1953-08-18;k o;MALE;Yes;Yes
HNGBCRTT;71;164;8;2009-04-03;j l;MALE;Yes;Yes
YVBD7QIB;115;190;28;1989-12-13;k o;MALE;No;No
ONO4V7UP;55;164;50;1967-10-16;k g;MALE;No;Yes
9RSUHL6Q;73;177;21;1996-02-17;c l;FEMALE;No;Yes
M5VR6L2U;98;191;39;1978-06-12;k g;MALE;Yes;No
GJSY9ZGJ;84;194;30;1987-06-24;t o;MALE;No;No
Z7TU6G8X;76;184;73;1945-01-16;j o;MALE;Yes;Yes
9OYYTRZQ;75;171;56;1961-09-21;t o;MALE;Yes;No
LIIACMK7;69;182;10;2007-05-03;b g;FEMALE;Yes;Yes
MHOD3OI9;84;192;12;2005-06-29;k l;MALE;No;Yes
7J48MIW2;98;197;56;1961-03-07;k g;MALE;No;Yes
YCYFXBOV;90;185;54;1963-03-14;t g;MALE;Yes;Yes
5GZ4U9J4;111;196;64;1953-07-28;k g;MALE;Yes;No
60VHTA20;83;192;16;2001-04-27;b l;FEMALE;Yes;Yes
MA74SRXO;98;198;10;2007-04-04;k l;MALE;No;No
XZKYQXXE;65;174;76;1941-11-21;k l;MALE;No;Yes
9ZFKSMPX;60;161;18;1999-10-11;b g;FEMALE;Yes;Yes
11FRAZX4;108;198;30;1988-01-04;k o;MALE;No;No
EOC61C81;82;165;46;1971-06-23;k o;MALE;Yes;No
Z2EEJ0GP;55;176;55;1962-08-08;a g;FEMALE;Yes;No
YYZ2LK3Y;58;160;10;2007-05-10;c g;FEMALE;Yes;Yes
SA69PZUW;76;190;73;1944-12-19;t o;MALE;Yes;Yes
ZOHPRO95;105;194;45;1972-05-18;j o;MALE;No;No
BEPVQ4BG;75;169;47;1970-11-29;c o;FEMALE;Yes;Yes
QAC1KZB1;101;199;31;1987-01-02;k g;MALE;Yes;No
9B27SU18;77;188;56;1961-11-02;a g;FEMALE;No;No
FEXQWN43;128;198;13;2004-12-18;j o;MALE;Yes;Yes
UC0F2TFI;81;173;17;2000-10-20;a g;FEMALE;Yes;No
96QG3URN;102;192;51;1966-03-19;t g;MALE;Yes;No
XFJPQB7J;107;199;44;1973-08-05;a g;FEMALE;Yes;No
0IW7KWS0;98;180;49;1968-04-16;k o;MALE;No;No
SSNMY5XW;91;191;19;1998-10-19;t o;MALE;Yes;Yes
ZD00QLKE;52;180;50;1967-05-06;c o;FEMALE;Yes;No
NFFEF2V4;113;190;75;1942-06-02;j o;MALE;Yes;No
GZNR7E9U;107;178;21;1996-09-21;t o;MALE;Yes;No
9KCOTTC7;62;180;77;1940-06-04;b l;FEMALE;Yes;Yes
7A8438KV;66;183;8;2009-07-09;b g;FEMALE;Yes;No
Y9GUZYQO;77;196;35;1982-12-03;t g;MALE;No;No
8S3KKDZQ;46;175;73;1944-08-23;b o;FEMALE;Yes;Yes
D59X9CTT;87;188;61;1956-03-16;t g;MALE;Yes;Yes
SQ8F09RX;68;187;50;1967-12-23;c o;FEMALE;No;Yes
U1KRXZHI;74;181;47;1971-01-20;a l;FEMALE;No;Yes
019B95R2;75;173;37;1980-12-07;b g;FEMALE;Yes;No
TYY879GH;100;195;54;1964-01-01;a o;FEMALE;No;Yes
BNYPN8S7;80;198;8;2009-02-23;j l;MALE;Yes;Yes
Z3VV5ZFD;80;199;41;1976-05-07;t g;MALE;Yes;No
05FX4L86;107;193;44;1973-04-17;t g;MALE;No;No
7HYW4XCH;80;188;41;1976-09-02;c o;FEMALE;No;Yes
TPF9FXCL;79;168;74;1943-04-23;b o;FEMALE;Yes;Yes
8HJRXON5;88;175;17;2000-09-04;c g;FEMALE;Yes;No
KSOXJ0AE;75;184;54;1964-01-14;a o;FEMALE;No;Yes
U4ESLLRA;113;194;24;1993-09-11;j o;MALE;Yes;Yes
5GGQP8CJ;90;194;19;1998-05-27;c l;FEMALE;Yes;No
K9E87FXX;49;165;12;2005-06-06;k l;MALE;Yes;Yes
9IFINFG5;60;162;54;1963-10-03;t l;MALE;Yes;No
TXCLDVP3;48;165;15;2002-04-15;c o;FEMALE;No;Yes
FCBXB33Z;98;179;18;1999-11-26;a g;FEMALE;Yes;Yes
Z4EPFYWK;58;178;72;1945-07-14;b l;FEMALE;Yes;Yes
223WLGZY;127;200;22;1995-07-28;t g;MALE;Yes;Yes
3Z1APLSJ;112;195;56;1961-06-13;t o;MALE;Yes;No
TIHH97HL;105;189;10;2007-04-22;a g;FEMALE;No;Yes
T7F25E4J;82;186;50;1967-03-11;a o;FEMALE;Yes;Yes
0F1NFRFU;46;166;36;1981-12-31;j o;MALE;Yes;No
LFUFIMP2;78;167;13;2004-08-03;k l;MALE;Yes;Yes
DX8G0QSQ;46;171;38;1979-08-25;c g;FEMALE;No;No
G9NA8SPS;63;182;36;1981-11-21;c l;FEMALE;No;Yes
PLQYVN87;49;175;57;1960-08-05;a o;FEMALE;No;No
50HMQ430;118;190;53;1964-05-15;j l;MALE;Yes;No
GH5WL1TK;99;184;73;1944-12-15;k o;MALE;No;No
XPLS77DK;76;161;12;2005-08-24;j l;MALE;Yes;No
HRDC1D6H;121;200;44;1973-10-01;k g;MALE;Yes;Yes
994B2WF8;53;170;27;1991-01-16;j l;MALE;No;No
843JI6NM;66;166;17;2000-06-01;a l;FEMALE;No;No
7CKOFZII;73;187;38;1979-02-14;a g;FEMALE;Yes;Yes
ULE5GR28;82;176;27;1990-10-18;a l;FEMALE;No;Yes
C2ZV8YPP;85;170;34;1984-02-09;j o;MALE;Yes;Yes
9P6GNIYP;46;164;20;1997-06-15;t g;MALE;Yes;No
LW7JXC4K;42;168;8;2009-09-27;c g;FEMALE;Yes;No
A3WHHPFR;64;185;65;1952-07-22;c g;FEMALE;Yes;Yes
I61NYFTB;95;183;14;2003-08-23;b l;FEMALE;Yes;Yes
QUBC4NS0;82;171;32;1985-09-12;c g;FEMALE;No;No
FLGIKB14;111;197;58;1959-11-23;k l;MALE;Yes;Yes
MZJVMJUT;78;193;76;1941-08-07;j l;MALE;Yes;No
KXCDW92I;95;193;20;1997-10-20;k o;MALE;No;No
0LHD4QE6;67;164;49;1968-04-30;c l;FEMALE;Yes;Yes
5MBQ0A4S;96;173;30;1987-10-16;t l;MALE;No;No
56XA74OJ;84;178;60;1957-12-23;k o;MALE;No;No
JQ77HGN8;66;172;76;1941-12-01;c g;FEMALE;Yes;No
X79WBUFZ;89;178;76;1942-01-10;c l;FEMALE;Yes;Yes
HCRDF49F;113;198;56;1961-04-06;a o;FEMALE;No;Yes
YFK27BIR;111;191;45;1972-12-07;b g;FEMALE;Yes;No
DPQ5TRLQ;75;194;69;1948-05-22;t l;MALE;Yes;Yes
61KJ02N7;72;180;59;1958-04-11;c g;FEMALE;No;No
1P0PJ466;95;199;54;1963-04-21;j o;MALE;No;Yes
1UT6F93I;90;200;14;2003-03-29;j l;MALE;No;Yes
RXDIF6UB;61;170;27;1991-01-22;b g;FEMALE;No;Yes
4J9R35SK;85;186;51;1966-10-21;k l;MALE;No;Yes
D10CDDSR;70;179;55;1962-08-28;b g;FEMALE;Yes;No
XHUFCRKI;103;174;34;1983-05-31;k l;MALE;Yes;No
6UUMZ9VJ;79;168;19;1998-11-03;c o;FEMALE;Yes;No
UJNAV8F6;100;186;27;1990-04-07;j o;MALE;Yes;No
WSULNCHB;102;190;34;1983-08-23;k l;MALE;Yes;Yes
IHCRWJX7;81;173;51;1966-02-27;j g;MALE;No;No
X0J802HC;65;160;16;2001-08-25;a g;FEMALE;No;Yes
09IXFMZE;77;193;19;1999-02-02;a l;FEMALE;Yes;No
3H10HN2W;95;188;51;1966-07-03;b l;FEMALE;No;No
S0068GE4;85;193;76;1941-03-07;c l;FEMALE;No;No
8PD4FANN;43;161;16;2002-01-23;j o;MALE;No;No
O5TEHAS9;57;161;25;1993-02-09;a g;FEMALE;Yes;Yes
